Оператор	Область	Код DEF
"ОАО ""Мегафон"" Дальневосточный филиал"	Иркутск Иркутская область	929
"ОАО ""Мегафон"" Дальневосточный филиал"	Иркутск Иркутская область	934
"ОАО ""Мобильные Телесистемы"""	Иркутск Иркутская область	914
"ОАО ""Мобильные Телесистемы"""	Иркутск Иркутская область	983
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	903
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	905
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	906
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	909
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	960
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	961
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	962
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	963
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	964
"ОАО ""Вымпел-Коммуникации"""	Йошкар-Ола Республика Марий Эл	967
"ОАО ""Мегафон"" Поволжский филиал"	Йошкар-Ола Республика Марий Эл	927
"ОАО ""Мегафон"" Поволжский филиал"	Йошкар-Ола Республика Марий Эл	929
"ОАО ""Мегафон"" Поволжский филиал"	Йошкар-Ола Республика Марий Эл	937
"ОАО ""Мегафон"" Поволжский филиал"	Йошкар-Ола Республика Марий Эл	939
"ОАО ""Мобильные Телесистемы"""	Йошкар-Ола Республика Марий Эл	917
"ОАО ""Мобильные Телесистемы"""	Йошкар-Ола Республика Марий Эл	987
"ОАО ""СМАРТС"""	Йошкар-Ола Республика Марий Эл	902
"ОАО ""СМАРТС"""	Йошкар-Ола Республика Марий Эл	904
"ОАО ""СМАРТС"""	Йошкар-Ола Республика Марий Эл	908
"Республика Марий Эл ф-л ОАО ""Ростелеком"""	Йошкар-Ола Республика Марий Эл	902
"ЗАО ""Нижегородская Сотовая Связь"""	Казань Республика Татарстан	900
"ЗАО ""Нижегородская Сотовая Связь"""	Казань Республика Татарстан	904
"ЗАО ""Нижегородская Сотовая Связь"""	Казань Республика Татарстан	950
"ЗАО ""Нижегородская Сотовая Связь"""	Казань Республика Татарстан	951
"ЗАО ""Нижегородская Сотовая Связь"""	Казань Республика Татарстан	952
"ЗАО ""Нижегородская Сотовая Связь"""	Казань Республика Татарстан	953
